report_date,col49,col57,col85,col93,col129,col137,col153,col161,col169,col181,col189,col201,col209,col221,col465,col513,col521,col529,col545,col553,col561,col585,col593,col609,col793,col1029,col1037,col1045,col1061,col1070,col1170,col1174,col1273,col1445,col1454,col1647
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e95a92fc-8479-4cf6-bc21-3304d56dd6ee,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea595247-a57b-43c5-8f14-93077d61a313,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb7d4f82-67c8-4f08-9a83-b396746d9860,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb7d4f82-67c8-4f08-9a83-b396746d9860,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec28f33d-b90c-491e-8d19-52d6f44952be,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca2bbfc-5ac0-4e33-855c-7e0b71b25a8e,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecbea3d9-5859-4c7f-80a4-e9735a63ae37,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee9f5050-c264-40e9-84a8-7d6225dcd005,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef2b33b2-50f5-492c-b537-256ba23907fe,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef650392-fb23-4638-bee3-5ae53b070320,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f004d71b-fe33-4ec2-93c1-58e005d8b567,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0d807ef-4155-477a-a176-08bd6a086058,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1f84e4f-e201-4caf-a785-385da24b2080,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f305af4c-1ec3-4cc5-8e67-21270d574358,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3d4e0d2-9464-43ef-b1b1-972b1e9b3f91,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f60e7c84-e043-405a-84d7-08275e0d3c6c,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f64d4bdf-283c-466c-bb27-437b93e3ef05,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6bab1eb-f937-4e88-93e8-25a0184feced,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6c13308-3e6e-422d-ad24-7eb68f1b25b1,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7bde8c7-f982-49ae-aa14-b34ca8bf9bfd,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8973958-cfdf-44c0-bf82-3eaa303c2404,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb822e71-d785-4dad-83fc-20b2f99c90f7,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcedcf79-b997-4532-9fdf-22ae1e47a383,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd2bb933-0be2-4d90-89a3-7de3624cdb62,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffe79d3b-df9a-429b-8058-80dfc8fa6de6,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006b78f8-8571-4216-9df0-15c085627bd3,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0168497e-67cd-4b14-a5fb-688e39fea576,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032292c6-8d11-ed11-b822-005056b8a6c4,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05311a9d-f4d5-ec11-b822-005056b8a6d9,Увольнение с работы
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0539fb3c-4e17-44bb-ac80-9a99cbb7b0ce,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05421cc6-d053-4367-baf1-53d8749a76d4,
2022-12-01,,,off,apt_kitchen,flat-detail-aside,booking,Живи! В Рыбацком,Успешная оплата,РЕН_ИТАКА,,,,,https://samolet.ru/account/login/?next=/account/flats/120083,filter_price_asc,page_load,Chrome,Android,/account/flats/120083,https://samolet.ru/account/login/?next=/account/flats/120083,cpc,Russia,St.-Petersburg,Google,9c3b7e8f-941c-e811-80dd-005056b8d207,,,,,,,,,,05974a09-6f5e-ed11-b823-005056b8a72c,
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062901c9-c6c4-43b3-a0a0-45fa573dc4bb,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06b2d5fe-b1ef-47d9-b8af-05770abc97e7,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0741d205-4984-4d4b-80cc-170a90ace1d5,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,074e69f2-f50b-4b9c-ac2d-3cf8f730ed0b,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0772a944-9de9-43ee-b1eb-e0f27b139c09,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07bd0797-e1c2-44d7-b14a-b419a3b3c948,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b2761cd-4d14-461e-bec2-03d6493dc42d,Замена квартиры
2023-01-01,,,,,pervii_ekran,Ипотека,Малая Охта,Подтверждение номера,,,,,,https://samolet.ru/,filter_price_asc,page_load,Chrome,Other,/spb/flats/,https://3ds-ds1.mirconnect.ru/,cpc,Russia,St.-Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,,983b7e8f-941c-e811-80dd-005056b8d207,project,form_ipoteka-2-99,,,,,,0b28bfe2-722c-ed11-b823-005056b825cd,Замена квартиры
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b498e8a-7c01-466d-b112-0c5785574f45,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b7c3393-b0a7-ec11-b825-005056b81dee,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b8687c3-82f0-4ea1-bb26-05448aa35be2,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c238c7d-2659-425d-8eb7-6be1b87e8272,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c9242a9-0b31-4834-af39-829567d198c1,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ddef72a-1ed7-4a32-bd0b-6a0e7690a91b,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e7c19ea-bc88-4138-84bb-8c3e9567e773,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e892db5-59ed-ec11-b822-005056b8a6d9,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f4fabdc-1b19-417f-a6b7-a242e84678a5,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f77e379-3b11-4d52-95e2-c19841f57a49,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f8439a5-7168-4567-b121-dfd7d9fc5cbf,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb1681c-f0be-ec11-b822-005056b8a6d9,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116020cc-1e02-43b2-bdea-d56240db2ad6,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13518128-3ebd-4b5f-9bdd-9220048a60de,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15772f25-c46b-486d-8d83-17bd3ccc5051,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15aa999d-c62a-475a-bdb8-8f01aaff81e2,
2022-08-01,,,,,flat-detail-aside,booking,Спутник,Успешная оплата,ООО МФОУК Перспектива24,,,,,https://samolet.ru/account/login/?next=/account/contracts/&xnpe_tifc=4.Q.h.P_hFHX4dPLhu4sxjp.VuJrEfs_O.Ydbdn7bIx8tI1lhIYAhfxpxCJNOFHltI1X4I1J4uH7OfHdOyX7OfHJb.VXhkx8bfe.h.HJ&utm_source=exponea&utm_campaign=%5Brun%5D%20%5B%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20290921%5D%D0%9F%D0%BE%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%81%20%D0%BF%D0%BE%D0%BA%D1%83%D0%BF%D0%BA%D0%BE%D0%B9%20%28%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%29&utm_medium=email,filter_price_asc,page_load,Chrome,Other,/account/bonus/,https://samolet.ru/account/documents/,email,Russia,Orenburg Oblast,Yandex,a2d8abff-78b8-e611-80bf-005056b8d207,По стоимости,07091659-2705-e911-80e5-005056b8d207,project,other_mortgage_programs,,,,,,16cd8a39-04e1-ec11-b824-005056b89b68,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17e2ca5b-6604-445a-a157-dbae524f3fdd,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071aa-fa12-453a-817e-a7e40ee5aa77,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199eb4a7-74ef-4791-84fd-874b511c44eb,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19bada22-21b7-4824-9317-ce498bf89e96,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19d201b8-8706-431f-ade6-5a5a01cdf688,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19db7353-9743-4cf6-a194-3ebb3ddff08f,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a20b12e-e8ed-4972-92ca-1049ee53d8ef,Не продал квартиру/машину
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bc5169b-f5e3-ec11-b824-005056b89b68,
2023-02-01,,,,,,,,,,,,,,"https://samolet.ru/flats/?ordering=filter_price,pk&free=1&project=41&settling_date=20224",filter_price_asc,scroll,Mobile Safari,iPhone,/account/flats/97317,"https://samolet.ru/flats/?free=1&ordering=filter_price,pk&project=41&settling_date=20224",,Russia,Moscow,,92d863a3-1665-ea11-80f7-005056b8d207,,,,mortgage_calc,,,,,,1c55e8c6-5346-ed11-b826-005056b81dee,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c9d2fa8-8f1f-4ef3-a58a-0b38a0d30d33,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22e1c28f-53aa-4a5a-af9b-f80a652dd4c7,Болезнь клиента
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406275a-c6a0-4b56-9198-1b8d3ce03b80,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247d0d33-2b92-4700-9c81-a6468bc2323f,
2022-06-01,,,,,,,,,,,,,,,,page_load,Chrome,Android,/spb/project/zhivi-v-rybackom/,https://yandex.ru/searchapp?from=zen&text=,cpc,Russia,St.-Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,,,,,,,,,,24ead691-a4cf-48e9-835b-769ab077d9bf,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28d69e62-e8e8-43df-aad7-7b88377eff65,
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2912b0d6-d4d4-4885-9293-c8caf294c992,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29ef714e-cce6-4d5c-bd36-c5740aa48794,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a2044af-7f6c-4d05-9bae-767d3cbb069c,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b06327c-3a6c-4ccf-a59a-bfd030d6862e,
2022-11-01,,,,,,complaint,,,,,,,,https://samolet.ru/spb/,filter_price_asc,page_load,Chrome,Android,/,https://samolet.ru/,email,Russia,St.-Petersburg,Vkontakte,,,,,,,,,,,2c6ced1f-5df8-ec11-b824-005056b89b68,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cdd2a56-ce03-4774-b15e-6b44f1466782,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d3a2f5b-1fcd-47cc-82ef-b8644f9e5803,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dd376c1-c23f-4706-bacc-3484576c0a93,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e4a8a8b-c14c-449c-b892-c7b26c5006f7,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f6523e6-ce89-49c0-87d9-4acf1404cec4,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089b38f-b0cc-457d-ab96-6facd3162c27,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31339100-c51d-4d8c-9b6a-37ac9f710f06,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32c9ef2b-2f6e-4717-ba25-63fa04ae636d,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32f4572f-1801-45a1-a0e7-fdd64d6e16fc,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513eace-1a1e-49e4-9416-a5527f932cdc,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35bbc9ba-2e85-450f-935a-5806aed5f26a,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363b01af-68a7-42ef-8ff3-42152cecee3e,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37737976-7ddc-ec11-b823-005056b8a72c,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3777566a-2b82-4fc8-b5d5-bad436e0aafe,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38ab1a04-607d-4c65-a4b8-458007d4ec93,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391050d6-6c78-4380-b4e4-646b6695e442,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39796fe2-f3fa-4257-907c-1ba0d9444d56,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a610a83-c8d5-422f-9a66-bbd9e949ed4b,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b8534c0-72d2-49af-aa3a-72fb2c2061fe,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3be41d2a-9927-47ee-95e2-438fc07906fa,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c3e4f5a-0243-4174-83c5-c5ad760b47d7,
2023-02-01,,,on,apt_kitchen,,,,,,Спальня,,Комфорт,Oliva,https://samolet.ru/account/login/?next=/account/,filter_price_asc,page_load,Chrome,Android,/spb/project/zhivi-v-rybackom/,https://yandex.ru/,cpc,Russia,St.-Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,,9c3b7e8f-941c-e811-80dd-005056b8d207,apartment_description,form_ipoteka-2-99,press_family,,,,,3c55193c-e285-ed11-b824-005056b825cd,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c666cc3-ed87-48d8-a615-9235fe65a834,
2022-10-01,,,,,,,,,,,,,,https://samolet.ru/account/login/?next=/account/contracts/,filter_price_asc,page_load,Chrome,Android,/account/login/,https://www.google.com/,,Russia,Bashkortostan Republic,Google,,,,,,,,,,,3c69bbbe-1512-4e34-9182-6d422ae6c765,Замена квартиры
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e054701-be53-40f8-bce9-2fff37e62ea4,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40f3ec86-d82d-4f03-987f-09f9999277ee,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491614f5-02fc-407c-8d98-ee1d30e6e8b7,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49ddc040-47df-464e-bbc3-0ae1be59d2ec,
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a05457d-a65a-4e2c-95da-a18676e996e7,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b31bc3c-1b43-4621-a130-b26802c0d6ea,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bdcd7e5-27db-ec11-b826-005056b81dee,
2022-11-01,,,,,,,,,,,,,,,,page_load,Chrome,Other,/,,cpc,Russia,Moscow,,,,,,,,,,,,4eb7c886-74d3-4803-be97-be90d55afd89,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eb8d338-6799-45fe-8d83-e1a9306b3cd0,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f43292d-609c-ec11-b825-005056b81dee,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50c3ee33-23a7-4655-a19e-a8f9c0dc37de,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515912c1-5059-4046-9fcc-33c00eeddeb4,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518c314c-32e4-4bed-b899-e1a1d5d3c625,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240d914-da68-4feb-855c-9e6b26a30f9d,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250f3f4-cacd-422f-982f-276b40393c48,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538b7192-487a-4d1e-9958-44bf97c8d8de,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540a1ec1-014f-4278-a5ad-8686cfaeb2a4,
2022-10-01,,,,,,,,,,,,,,,,page_load,Mobile Safari,iPhone,/project/sputnik/,https://samolet.ru/,sms,Russia,Novosibirsk Oblast,,,,,,,,,,,,546f6e3e-9af6-4dec-82c5-983d56b60d1c,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5581829f-224b-4b3a-baee-9999d68ee1e6,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577de894-e162-4d06-9ea8-63534a92abdc,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578491fc-07dc-ec11-b823-005056b825cd,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58775b3f-d60c-4b66-878b-1ffc9ea2f5a5,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a7d9dcb-6945-4778-aa30-be3e9334d41a,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bfdc4ce-5499-41b3-935b-9cb782c09786,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f24967c-e1de-4c8f-8593-6ace6847b37b,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600fa36a-d416-4e3b-8af8-76ed55424811,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61128ede-07e3-4ebe-8418-f72389b8c93d,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61389c9f-15d1-43ff-9946-f8e65d870496,
2022-06-01,https://samolet.ru/,main,,,online_mortgage,mortgage_lk,Живи! В Рыбацком,Подтверждение номера,,,,,,https://samolet.ru/account/login/?next=/account/contracts/,filter_price_asc,page_load,Mobile Safari,iPhone,/spb/flats/,https://samolet.ru/spb/project/zhivi-v-rybackom/,,Russia,St.-Petersburg,Google,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,9c3b7e8f-941c-e811-80dd-005056b8d207,project,form_ipoteka-2-99,press_family,,,,Живи! В Рыбацком,62f6c8fc-55d3-ec11-b822-005056b8a6d9,
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634420bb-95c2-4992-88e1-3051b9f7ee20,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638027a0-9654-4f68-9e9e-690efe46b8e5,
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642c03ae-687e-4c03-8207-14adf5bb4f9d,
2023-02-01,,,,,,,,,,,,,,https://samolet.ru/flats/?project=41&settling=settled,filter_price_asc,page_load,Mobile Safari,iPhone,/,https://yandex.ru/,cpc,Russia,Moscow,Yandex,,,,,,,,,,,6562c0ec-59cd-ec11-b822-005056b8a6c4,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65a2dc7d-da7d-4933-bb8f-e06941c68401,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65a2dc7d-da7d-4933-bb8f-e06941c68401,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b2d06d-3594-480b-a595-53fda4b54ca9,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67269cb5-ed2d-4218-a2e9-25b55342617a,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674cb2aa-0376-4f82-81fa-7379eb5b6e00,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67e0da2a-dd5b-4b0a-a57a-92cdf68637a2,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69204dae-ce63-480a-ad6b-8fcd95c3bada,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69b5531f-8446-4d38-ad98-47cf430f70ae,
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a2ebdcb-16c3-4e61-b310-068dc18ad330,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c8c38bb-bcca-4a55-be2e-14a66b253bde,
2022-07-01,https://samolet.ru/spb/?utm_source=yandex_search&utm_medium=cpc&utm_campaign=samolet_yd_s_brand_spb_common_search_search_samolet_text_spb-lo_33~yzizmzuw|70577427&utm_term=%D1%81%D0%B0%D0%BC%D0%BE%D0%BB%D0%B5%D1%82&utm_content=38601006397_|cid|70577427|gid|4903321849|aid|12096120121|adp|no|pos|premium1|src|search_none|dvc|mobile|reg|2|text_otdelka&calltouch_tm=yd_c:70577427_gb:4903321849_ad:12096120121_ph:38601006397_st:search_pt:premium_p:1_s:none_dt:mobile_reg:2_ret:_apt:none&yadclid=95349662&yadordid=170577427&yclid=9024159213120651263,main,,,flat-detail-aside,booking,Живи! В Рыбацком,Успешная оплата,РЕН_Тренд,,,,,https://samolet.ru/account/login/?next=/account/contracts/,filter_price_asc,page_load,Chrome,Android,/spb/,https://yandex.ru/,cpc,Russia,St.-Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,,,,,,,,,,6d597874-10ee-ec11-b824-005056b89b68,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d98a872-f135-4182-875b-938d56ef8e8c,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f7a8e5e-fc35-4271-b315-3e717af1152b,
2022-12-01,,,,,,,,,,,,,,,,page_load,Chrome,Android,/unmailing/,https://public-cis.exponea.com/samolet/e/Cgxi_2KsOrVbjiG7sniKAQxjT-c7EVx7UFKsvxSQARA.bMugyWGk8YDeTg/consent?utm_source=exponea&utm_campaign=IQSMS%20MSK&utm_medium=sms&utm_content=%D0%A0%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D1%8B%D0%B9%20%D1%81%D0%B1%D0%BE%D1%80%20%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D0%BD%D1%82%D0%BE%D0%B2%20&iitt=bjPAMjUWhF6jxIoX4.zpxNJL4IeutfU_xIYAb.zZ4NlXxFoX4IhNOFe_hfoT&u=79024887124,,Russia,Primorskiy (Maritime) Kray,,,,,,,,,,,,71506812-a51f-ed11-b826-005056b81dee,
2022-08-01,,,,,mortgage_calc,Ипотека,Малая Охта,Данные покупателя,,,,,,https://samolet.ru/spb/project/malaya-ohta/,filter_price_asc,page_load,Chrome,Android,/spb/project/malaya-ohta/,https://www.google.com/,email,Russia,St.-Petersburg,Google,983b7e8f-941c-e811-80dd-005056b8d207,По стоимости,983b7e8f-941c-e811-80dd-005056b8d207,project,form_ipoteka-2-99,it_mortgage,1.0,Малая Охта,1.0,,73a82087-19e7-ec11-b823-005056b8a72c,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74a069ea-8e98-4372-b7a7-3449782db48b,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75606040-2ca1-4e80-bf51-b3f617a1b923,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570a6d6-0a73-4ae0-b8b1-009239fcf2b0,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76079fa8-bea7-4253-96fb-bfa427dfd4ed,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76196ca2-76c3-4cf2-b592-fcd1868f198b,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762e2660-ea54-455f-839c-31840aa0fdc9,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781711c6-5fe0-ec11-b822-005056b8a6d9,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78e51e58-a817-4e9a-8dd6-49c0c334ddae,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a260d3a-dd24-44ed-8d8a-971be160fb1a,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a598eeb-5de0-ec11-b822-005056b8a6d9,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a7ae7de-2df0-4e3c-aca1-8f6dfef7c88d,
