col3,col33,col47,col65,col109,col121,col177,col197,col217,col229,col245,col261,col285,col305,col317,col365,col385,col405,col425,col445,col473,col493,col617,col641,col661,col681,col701,col713,col741,col761,col833,col853,col873,col893,col913,col933,col953,col973,col993,col1013,col1025,col1077,col1105,col1149,col1181,col1189,col1193,col1209,col1253,col1289,col1309,col1330,col1341,col1349,col1353,col1357,col1361,col1369,col1373,col1389,col1409,col1429,col1682,col1708,col1807,col1822,col1977,col1999,col2049,col2052,col2071,col2143,col2199,col2273,col2295,col2345,col2348,col2543,col2575,col2590,col2591,col2663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8148812.54,5.0,399377.0,,1.3,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7780359.38,16.0,194910.0,,35.65,5554242.0,242.0,242.0,5554242.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820745.1,15.0,159100.0,,38.9,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6271645.41,22.0,188638.0,,33.3,4200000.0,,144.0,4200000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10398013.76,25.0,207448.0,,2.0,7972500.0,360.0,360.0,8769750.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4579513.96,6.0,154166.0,,30.07,7800000.0,300.0,300.0,7800000.0,0.2582928244299846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292385.22,2.0,163809.0,,25.64,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,54.9022,104.2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,8500000.0,8500000.0,,,,,,,7192076.59,12.0,193976.0,,35.76,8500000.0,,242.0,8500000.0,0.2536691404823172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8136195.95,10.0,233710.0,,33.72,4146195.0,120.0,120.0,5390053.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6007767.6,,146432.0,,36.9,4815000.0,360.0,360.0,5500000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,327356.0,,2.5,54.2,2.35,18044718.81,13.5,327356.0,,2.5,,,,,0.2555985866937431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720626.89,30.0,155588.0,,3.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5901556.71,6.0,167874.0,,33.61,5023000.0,,240.0,5023000.0,0.2642122296839186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,4524200.28,20.0,80316.0,,2.0,,,,,0.2532157349660566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259793.35,7.0,180176.0,,23.13,2869793.0,360.0,360.0,3000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6486858.59,4.0,189234.0,,35.47,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666268.21,2.0,146117.0,,2.0,,,,,0.2633154049824018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16289718.83,17.0,222761.0,,2.5,,,,,0.2562613816564786
,,,,-1.0,0.2,,,,,,0.9615384615384616,0.96,1.08,35.0,4.4,17.84,5811522.208333333,7667425.666666667,489.96153846153845,59.8983,30.2618,0.2719298245614035,6196861.971428571,6444962.857142857,166354.2,19229.342857142856,49.58,1.1142857142857143,4.714285714285714,6297308.0,1111082.076923077,234.0,30.0,6913376.666666667,7083859.0,1062578.3333333333,1.3333333333333333,755676.6666666666,30.0,0.0353982300884955,,,,,,,,,,3.2,16.0,14.63,14.630000114440918,14.63,14.630000114440918,37.01,36.79599914550781,36.88,5928559.0,5903617.0,161301.0,,,,,2.0,158831.0,,,36.48,1.48,6225791.88,2.0,158831.0,,36.48,5300742.0,360.0,360.0,5291900.0,0.2585078115133585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4938819.57,7.0,160293.0,,34.6,,,,,0.2650229155203169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8625008.42,7.0,149132.0,,2.0,6875008.0,,240.0,7562000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398604.03,2.0,234033.0,,35.57,,,,,0.2562613816564786
,,,,,,,,,,0.5,,,4.0,25.91,2.0,7.0,11748164.0,31941726.0,25.0,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,405329.0,,,24.48,,7545256.0,6.0,340941.16,,22.16,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035446.77,30.0,181016.0,,35.13,5600000.0,,240.0,6760000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035446.77,30.0,181016.0,,35.13,5600000.0,,240.0,6760000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,,9700000.0,9700000.0,,,,,,,11349468.04,11.0,180092.0,,2.0,8421408.0,242.0,242.0,10000000.0,0.2882442536892524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,162760.0,,2.0,61.22,1.83,11446946.62,8.0,162760.0,,2.0,9729904.0,360.0,360.0,9729904.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225870.22,2.0,157474.0,,32.72,5288000.0,,360.0,5948000.0,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12307678.85,14.0,330557.0,,37.7,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574394.4,15.0,165099.0,,35.9,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14275464.18,12.0,385115.0,,38.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10169669.36,30.0,209330.34,,4.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9974921.88,8.0,122550.0,,3.0,7980000.0,338.0,338.0,7980000.0,0.2560610222605129
,,,,-7.0,0.0526315789473684,,,,,,0.2083333333333333,0.2962962962962963,0.2962962962962963,49.0,7.851851851851852,12.48148148148148,5621655.966666667,6770657.766666667,25.37037037037037,59.8983,37.6171,0.5,6505638.5,6836038.5,187757.5,22163.5,49.58,0.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,201144.0,,,22.94,1.14,10000.0,10.0,201144.0,,22.94,4064000.0,360.0,360.0,3860035.0,0.2641876493414198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9582901.24,9.0,150595.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894239.58,4.0,265215.0,,25.83,6300000.0,360.0,360.0,6930000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,42.8296,132.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,196667.0,,,24.67,1.54,6006622.07,10.0,196667.0,,24.67,5166300.0,240.0,240.0,5200000.0,0.2572174233749946
,,,,37.0,,,,0.9655172413793104,,0.9444444444444444,0.6111111111111112,0.7647058823529411,2.176470588235294,83.0,2.235294117647059,13.0,9880048.823529411,15707849.05882353,53.5,59.8983,37.6068,,20371204.0,20371204.0,244611.0,64847.0,83.28,3.0,9.0,4074240.0,1222272.0,180.0,30.0,18000000.0,7300000.0,1095000.0,2.0,4752302.444444444,30.0,0.0520607375271149,13.25,683750.0,0.0133333333333333,2.64,2.640000104904175,2.64,231351.0,0.1,,,,,,,,,,,,,,,,,,6.0,243107.0,,3.0,76.9,3.8,20347886.92,6.0,243107.0,,3.0,17000000.0,360.0,360.0,17294000.0,0.2622467756274782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10673075.02,19.0,206324.0,,2.0,12870000.0,360.0,360.0,12870000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,161191.0,,,35.08,1.97,5960108.83,2.0,161191.0,,35.08,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009876.69,2.0,124185.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5129147.27,19.0,199874.0,,25.2,2139147.0,240.0,240.0,2780000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7281522.53,14.0,193768.0,,36.26,5290000.0,,242.0,6870000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7.0,141900.0,,2.0,5760000.0,360.0,360.0,5760000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6326552.5,14.0,172902.0,,31.25,5150000.0,240.0,240.0,5665000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,,,9484001.51,19.0,161375.0,,2.0,7237350.0,,242.0,9400000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7355135.22,19.0,149920.0,,2.0,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906426.92,,197622.0,,19.3,3000000.0,240.0,240.0,3000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10041043.9,11.0,122351.0,,3.0,8629469.0,240.0,240.0,8534887.0,0.2627090959186887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328713.92,29.0,140954.54,,30.71,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8288665.36,8.0,150268.0,,2.0,4000000.0,240.0,240.0,5200000.0,0.2623286410954555
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,214532.0,,,34.12,1.04,8437007.91,5.0,214532.0,,34.12,7229730.0,240.0,240.0,7171455.0,0.2583063057396068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,60.0,10000000.0,10000000.0,,,,,,,9013619.85,11.5,165350.0,,2.0,6023519.0,240.0,240.0,6023519.0,0.2532157349660566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624236.47,14.0,203444.0,,36.22,3624237.0,72.0,72.0,3624237.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9626610.81,7.0,120458.0,,3.0,7667000.0,,240.0,8000000.0,0.270518061221237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,7815381.6,32.0,141583.0,,2.0,,,,,0.2541642972029413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594506.9,32.0,169539.0,,27.08,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,200871.0,,2.0,55.85,2.23,10435248.82,16.0,200871.0,,2.0,7038000.0,72.0,72.0,7741800.0,0.2567183659523679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093044.48,21.0,204974.0,,22.72,,,,5652400.0,0.2593527360442592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4999221.23,8.0,148631.0,,34.15,,,,,0.2635441905261633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739870.04,7.0,153000.0,,25.99,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15826065.71,26.0,204290.0,,2.5,14256000.0,240.0,240.0,14255000.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15826065.71,26.0,204290.0,,2.5,14256000.0,240.0,240.0,14255000.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,218436.0,,,33.98,2.01,8330766.57,9.5,218436.0,,33.98,7200000.0,324.0,324.0,7200000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635830.88,5.0,155630.0,,2.0,,,,,0.2562613816564786
,,,0.0555555555555555,,,0.92,0.4482758620689655,,,0.2962962962962963,0.1481481481481481,1.7407407407407407,2.2222222222222223,48.92,,21.526315789473685,8061683.36,17497554.52,2002.2916666666667,59.8983,37.6068,0.125,10684767.875,10815216.0,192065.25,31605.25,59.02,2.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,183859.0,,2.0,59.02,2.09,12267029.92,13.0,183859.0,,2.0,10427035.0,360.0,360.0,10427035.0,0.2677605270152179
,,,,,,,,,,,,,,,,,,,,59.5686,150.8133,,,,,,,,,,,,,,,,,,,,13.25,740000.0,0.0232558139534883,,,,,,,,,,,,,,,,,,,,,,,6.0,298395.0,,,37.05,2.2,10146562.35,5.0,267302.0,,35.25,8700000.0,240.0,240.0,8624000.0,0.2580071201006573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,219583.0,,,19.99,1.14,4379464.17,9.0,219583.0,,19.99,2688275.0,122.0,122.0,2688000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4598160.05,6.0,209758.0,,28.03,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823521.34,8.0,107500.0,,21.19,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35396278.91,19.0,533357.0,,2.0,,,,,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,90.0,15000000.0,15000000.0,,,,,,,13667122.84,26.0,159354.0,,3.0,10942337.0,240.0,240.0,14220000.0,0.2530169467321295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7221215.01,8.0,222212.0,,28.94,5732102.0,240.0,240.0,5732102.0,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017967.01,4.0,133015.0,,38.7,3500000.0,,180.0,3500000.0,0.2562613816564786
,,,0.05,2.0,,,,,,,,,,,,,,,,55.7483,37.6171,0.125,8421751.625,8634959.125,227973.25,25630.875,39.69,,14.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,213166.0,,,38.03,,7927544.99,14.0,250296.0,,38.03,,,,,0.2641050752421499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291841.74,6.0,132310.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6668347.4,12.0,183601.0,,37.62,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8095210.44,12.0,146940.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612988.44,5.0,132026.0,,34.94,,,,,0.2590725392243393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612988.44,5.0,132026.0,,34.94,,,,,0.2590725392243393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093344.0,9.0,104000.0,,25.04,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7933241.82,7.0,157409.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7933241.82,7.0,157409.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16941733.83,15.0,282534.0,,2.0,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16236626.1,16.0,414832.0,,36.7,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7677032.5,12.0,244400.0,,29.81,6652580.0,362.0,362.0,6652580.0,0.2610448499314828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9059093.15,31.0,162933.33,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453192.09,,197622.0,,20.16,2943192.0,,180.0,2943192.0,0.2562613816564786
,,,,,,,,,,0.25,0.5,,3.0,47.46,1.25,29.0,6998171.75,28370189.5,4823.25,48.4817,135.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8233097.4,9.0,174057.0,,2.0,4212000.0,,168.0,4212000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945388.89,6.0,181066.0,,21.5,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234348.29,5.0,235992.0,,26.46,4544000.0,360.0,360.0,4469000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8488562.16,4.0,148136.0,,2.0,7218000.0,,360.0,8664000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474137.31,12.0,174533.0,,22.94,5355000.0,360.0,360.0,3803013.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394905.67,23.0,161835.0,,35.13,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564345.6,8.0,216855.0,,3.2,,,,,0.2875027129189103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043177.76,19.0,178408.0,,40.53,1500000.0,120.0,120.0,1500000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952792.4,8.0,193117.0,,34.68,8800000.0,242.0,242.0,10000000.0,0.2567183659523679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,232778.0,,,21.55,1.41,4956302.24,16.0,232778.0,,21.55,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387465.23,6.0,135892.0,,32.36,4793000.0,240.0,240.0,700000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990084.05,11.0,170346.0,,36.44,5616000.0,240.0,240.0,7300800.0,0.257674629497707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6689419.8,13.0,233980.0,,1.5,5100000.0,242.0,241.0,6000000.0,0.2649208297260209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079800.96,10.0,150935.0,,33.16,4500000.0,240.0,240.0,4500000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7152807.75,13.0,208428.0,,30.55,6437000.0,240.0,240.0,6471000.0,0.2530169467321295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21853437.11,10.0,405516.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10285274.93,6.0,120012.0,,3.0,8303000.0,360.0,360.0,10000000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5660883.07,6.0,145739.0,,34.31,4200000.0,,240.0,5457000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,235545.0,,1.5,55.56,,10504926.82,5.5,183429.0,,1.5,,,,,0.2747785898185181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5537538.14,3.0,158489.0,,37.15,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5841662.43,12.0,202024.0,,25.83,5300000.0,360.0,360.0,5699486.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467561.66,10.0,149553.0,,34.31,6240000.0,300.0,300.0,6240000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5740552.86,17.0,162456.0,,35.56,3000000.0,120.0,120.0,3000000.0,0.2562613816564786
